child_id,parent_id
ВЫБОИНА (ПОВРЕЖДЕНИЕ),ПОВРЕЖДЕНИЕ (НЕДОСТАТОК)
ЭПИЦЕНТР ЗЕМЛЕТРЯСЕНИЯ,ЦЕНТР (МЕСТО СРЕДОТОЧЕНИЯ)
ОЧАГ РАСПРОСТРАНЕНИЯ,ЦЕНТР (МЕСТО СРЕДОТОЧЕНИЯ)
ДЕТИ-СИРОТЫ,"ДЕТИ, ОСТАВШИЕСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ"
БЕСПРИЗОРНИК,"ДЕТИ, ОСТАВШИЕСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ"
БРОШЕННЫЙ РЕБЕНОК,"ДЕТИ, ОСТАВШИЕСЯ БЕЗ ПОПЕЧЕНИЯ РОДИТЕЛЕЙ"
СЕРДЕЧНАЯ АРИТМИЯ,"ПЕРЕБОЙ, НАРУШЕНИЕ РИТМА"
СОЗДАТЬ (СДЕЛАТЬ СУЩЕСТВУЮЩИМ),"ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
ОХРАНЯТЬ,"ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
"ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ","ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
"ПРИНУДИТЬ, ЗАСТАВИТЬ","ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
"ЗАПУСТИТЬ, ПРИВЕСТИ В ДЕЙСТВИЕ","ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
"ВЫЗВАТЬ, ПОРОДИТЬ","ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
ПРИЧИНИТЬ,"ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
НАВОДИТЬ ПОРЯДОК,"ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
ПРЕДОПРЕДЕЛИТЬ (ОБУСЛОВИТЬ),"ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
"РАСПРОСТРАНИТЬ (СДЕЛАТЬ ДОСТУПНЫМ, ИЗВЕСТНЫМ)","ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
"РАЗБЛОКИРОВАТЬ, СНЯТЬ БЛОКИРОВКУ","ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
ВООРУЖЕННАЯ ПРОВОКАЦИЯ,"ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
"НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)","ОБУСЛАВЛИВАТЬ, СПОСОБСТВОВАТЬ"
ПРЕДСТАВИТЬ (ПОЗНАКОМИТЬ),ЗНАКОМИТЬ (ДЕЛАТЬ ЗНАКОМЫМ)
РЫНОК АВТОМОБИЛЕЙ,ТОВАРНЫЙ РЫНОК
БЕЗРАБОТНЫЙ,НЕРАБОТАЮЩЕЕ ТРУДОСПОСОБНОЕ ЛИЦО
ПЛОДОТВОРНЫЙ,БЛАГОПРИЯТНЫЙ
ОПТИМАЛЬНЫЙ,БЛАГОПРИЯТНЫЙ
ВЫИГРЫШНЫЙ (СПОСОБСТВУЮЩИЙ УСПЕХУ),БЛАГОПРИЯТНЫЙ
ПРИОБРЕТЕНИЕ ЮРИДИЧЕСКОГО ЛИЦА,СМЕНА ВЛАДЕЛЬЦА КОМПАНИИ
БЛАГОДЕЯНИЕ (ДОБРОЕ ДЕЛО),"ДОБРО, ДОБРЫЙ ПОСТУПОК"
ШАХТНЫЙ СТВОЛ,ПОДЗЕМНАЯ ГОРНАЯ ВЫРАБОТКА
ЗАБОЙ,ПОДЗЕМНАЯ ГОРНАЯ ВЫРАБОТКА
ШТРЕК,ПОДЗЕМНАЯ ГОРНАЯ ВЫРАБОТКА
ШТОЛЬНЯ (ГОРНАЯ ВЫРАБОТКА),ПОДЗЕМНАЯ ГОРНАЯ ВЫРАБОТКА
ДОСТИЧЬ ВОЗРАСТА,ПРИБЛИЖЕНИЕ ПО ВРЕМЕНИ
ОБЕССИЛИТЬ,ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
ГАСИТЬ (ОСЛАБЛЯТЬ ИЛИ ПРЕКРАЩАТЬ),ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
ИСТОЩИТЬ (КРАЙНЕ ОСЛАБИТЬ),ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
СМЯГЧИТЬ (ОСЛАБИТЬ),ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
"ПОДОРВАТЬ, РАСШАТАТЬ",ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
"РАССЛАБИТЬСЯ, СНЯТЬ НАПРЯЖЕНИЕ",ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
РАЗРЯДИТЬ ОБСТАНОВКУ,ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
ПРИТУПЛЕНИЕ ЧУВСТВА,ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
"РАЗЛОЖИТЬ (ДЕЗОРГАНИЗОВАТЬ, ДЕМОРАЛИЗОВАТЬ)",ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
"РАССЕЯТЬ (ОСЛАБИТЬ, СДЕЛАТЬ МЕНЕЕ СОСРЕДОТОЧЕННЫМ)",ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
"СДЕРЖАТЬ (ОСТАНОВИТЬ ИЛИ ОСЛАБИТЬ ДВИЖЕНИЕ, РАЗВИТИЕ)",ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
ПАРАЛИЗОВАТЬ (ОСТАНОВИТЬ ИЛИ ОСЛАБИТЬ),ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
"НЕЙТРАЛИЗАЦИЯ СИЛЫ, ВЛИЯНИЯ",ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
ПРИГЛУШИТЬ ЗВУК,ОСЛАБИТЬ (УМЕНЬШИТЬ СИЛУ)
СКОРЫЙ ПОЕЗД,ЭКСПРЕСС (ТРАНСПОРТНОЕ СРЕДСТВО)
ПОДСУНУТЬ НЕЗАМЕТНО,"ПОДЛОЖИТЬ, ПОДБРОСИТЬ"
"ЗАВАЛИТЬ РАБОТОЙ, ДЕЛАМИ","ЗАГРУЗИТЬ РАБОТОЙ, ДЕЛАМИ"
НОУ-ХАУ,"СЕКРЕТ, СЕКРЕТНЫЙ СПОСОБ"
СВЕКРОВЬ,МАТЬ МУЖА ИЛИ ЖЕНЫ
ТЕЩА,МАТЬ МУЖА ИЛИ ЖЕНЫ
БЛОКНОТ,ТЕТРАДЬ
АЛЬБОМ (ТЕТРАДЬ),ТЕТРАДЬ
КНИГА ДЛЯ ЗАПИСИ,ТЕТРАДЬ
ЗАПИСНАЯ КНИЖКА,ТЕТРАДЬ
ДНЕВНИК УЧАЩЕГОСЯ,ТЕТРАДЬ
НАГРАДНАЯ ГРАМОТА,НАГРАДНОЙ ДОКУМЕНТ
ФРАГМЕНТАРНЫЙ (ОТРЫВОЧНЫЙ),ОТРЫВОЧНЫЙ
ГАЛЛЮЦИНАЦИЯ,"ИЛЛЮЗИЯ, ОБМАН ЧУВСТВ"
ОПТИЧЕСКАЯ ИЛЛЮЗИЯ,"ИЛЛЮЗИЯ, ОБМАН ЧУВСТВ"
ЗАВЕТ (НАКАЗ),НАКАЗ (ПЕРЕЧЕНЬ ПОЖЕЛАНИЙ)
ДВЕРЦА (СТВОРКА),СТВОРКА
СТАВЕНЬ ОКНА,СТВОРКА
НОСТРАДАМУС,АСТРОЛОГ
УВЕЛИЧИТЕЛЬНОЕ СТЕКЛО,ЛИНЗА (ОПТИЧЕСКОЕ СТЕКЛО)
КОНТАКТНЫЕ ЛИНЗЫ,ЛИНЗА (ОПТИЧЕСКОЕ СТЕКЛО)
ОТЗЫВЧИВЫЙ,"ДОБРЫЙ, ДОБРОСЕРДЕЧНЫЙ"
ДОБРОДУШНЫЙ,"ДОБРЫЙ, ДОБРОСЕРДЕЧНЫЙ"
ОСВОБОЖДЕНИЕ ОТ УПЛАТЫ ТАМОЖЕННЫХ ПОШЛИН,ТАМОЖЕННЫЕ ЛЬГОТЫ
ПРИМЕСЬ (ВЕЩЕСТВО),ИНГРЕДИЕНТ (СОСТАВНАЯ ЧАСТЬ)
ВКРАПЛЕНИЕ (ВЕЩЕСТВО),ИНГРЕДИЕНТ (СОСТАВНАЯ ЧАСТЬ)
РОБОТ,МАНИПУЛЯТОР (ТЕХНИЧЕСКОЕ УСТРОЙСТВО)
КОМПЬЮТЕРНАЯ МЫШЬ,МАНИПУЛЯТОР (ТЕХНИЧЕСКОЕ УСТРОЙСТВО)
ПОТРЕБИТЕЛЬСКАЯ (РОЗНИЧНАЯ) ЦЕНА,ПОКУПНАЯ ЦЕНА
КЛАССИФИЦИРОВАТЬ,СИСТЕМАТИЗИРОВАТЬ
ГОНКИ ПО ПЕРЕСЕЧЕННОЙ МЕСТНОСТИ,КРОСС ПО ПЕРЕСЕЧЕННОЙ МЕСТНОСТИ
НОТА (ГРАФИЧЕСКИЙ ЗНАК),НОТНЫЙ ЗНАК
МУЗЫКАЛЬНЫЙ КЛЮЧ,НОТНЫЙ ЗНАК
ЗНАК АЛЬТЕРАЦИИ,НОТНЫЙ ЗНАК
ЗУБЧАТАЯ ПЕРЕДАЧА,ПЕРЕДАЧА (МЕХАНИЗМ)
КАРДАННЫЙ МЕХАНИЗМ,ПЕРЕДАЧА (МЕХАНИЗМ)
РЕДУКТОР (МЕХАНИЗМ ПРИВОДА),ПЕРЕДАЧА (МЕХАНИЗМ)
ФОТОАППАРАТУРА,КИНОФОТОАППАРАТУРА
КИНООБОРУДОВАНИЕ,КИНОФОТОАППАРАТУРА
СЪЕМОЧНАЯ КАМЕРА,КИНОФОТОАППАРАТУРА
ВИДОИСКАТЕЛЬ,КИНОФОТОАППАРАТУРА
ЧУКОТСКИЙ ЯЗЫК,ЧУКОТСКО-КАМЧАТСКИЕ ЯЗЫКИ
КОРЯКСКИЙ ЯЗЫК,ЧУКОТСКО-КАМЧАТСКИЕ ЯЗЫКИ
САМОБИЧЕВАНИЕ,САМОИСТЯЗАНИЕ
МАЗОХИЗМ,САМОИСТЯЗАНИЕ
УДОСТОВЕРЕНИЕ ЛИЧНОСТИ,ИДЕНТИФИКАЦИОННЫЙ ДОКУМЕНТ
ФАРА,ДЕТАЛЬ АВТОМОБИЛЯ
ДВОРНИК АВТОМОБИЛЯ,ДЕТАЛЬ АВТОМОБИЛЯ
ПОДФАРНИК,ДЕТАЛЬ АВТОМОБИЛЯ
АВТОМОБИЛЬНЫЕ ЗАПЧАСТИ,ДЕТАЛЬ АВТОМОБИЛЯ
ДЕТАЛЬ ТЮНИНГА,ДЕТАЛЬ АВТОМОБИЛЯ
ТРУДОВАЯ КНИЖКА,ДОКУМЕНТ ТРУДОВОЙ ДЕЯТЕЛЬНОСТИ
ПАТОЛОГОАНАТОМ,АНАТОМ
ФЕДЕРАЛЬНАЯ СЛУЖБА БЕЗОПАСНОСТИ,ФЕДЕРАЛЬНАЯ СЛУЖБА
ФЕДЕРАЛЬНАЯ АРХИВНАЯ СЛУЖБА,ФЕДЕРАЛЬНАЯ СЛУЖБА
ФЕДЕРАЛЬНАЯ СЛУЖБА ПО ТЕЛЕВИДЕНИЮ И РАДИОВЕЩАНИЮ,ФЕДЕРАЛЬНАЯ СЛУЖБА
ФЕДЕРАЛЬНАЯ СЛУЖБА ГОСУДАРСТВЕННОЙ СТАТИСТИКИ,ФЕДЕРАЛЬНАЯ СЛУЖБА
ФЕДЕРАЛЬНАЯ СЛУЖБА ПО КОНТРОЛЮ ЗА ОБОРОТОМ НАРКОТИЧЕСКИХ ...,ФЕДЕРАЛЬНАЯ СЛУЖБА
ПРИСВОЕНИЕ ГОСУДАРСТВЕННЫХ СРЕДСТВ,РАСТРАТА
ЗАКОРЕНЕЛЫЙ,НЕИСПРАВИМЫЙ
БЕЗНАДЕЖНЫЙ (НЕИСПРАВИМЫЙ),НЕИСПРАВИМЫЙ
ЭШЕЛОН ПОЛЕТА,ВЫСОТА (РАССТОЯНИЕ)
РАЗВЕТВИТЬСЯ В СТОРОНЫ,РАЗОЙТИСЬ В СТОРОНЫ
РАЗБРЕСТИСЬ В РАЗНЫЕ СТОРОНЫ,РАЗОЙТИСЬ В СТОРОНЫ
КОСТЮМИРОВАННЫЙ БАЛ,МАСКАРАД
ТЕЛЕСКОП,НАУЧНОЕ ОБОРУДОВАНИЕ
УСКОРИТЕЛЬ ЭЛЕМЕНТАРНЫХ ЧАСТИЦ,НАУЧНОЕ ОБОРУДОВАНИЕ
ЛАБОРАТОРНОЕ ОБОРУДОВАНИЕ,НАУЧНОЕ ОБОРУДОВАНИЕ
АДМИНИСТРАЦИЯ ГОРОДА,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ
АДМИНИСТРАЦИЯ РАЙОНА,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ
СЕЛЬСКАЯ АДМИНИСТРАЦИЯ,АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ
ЛЕСНОЙ МАССИВ,"ТЕРРИТОРИЯ, УЧАСТОК"
АДМИНИСТРАТИВНО-ТЕРРИТОРИАЛЬНАЯ ЕДИНИЦА,"ТЕРРИТОРИЯ, УЧАСТОК"
ТЕРРИТОРИАЛЬНЫЕ ВОДЫ,"ТЕРРИТОРИЯ, УЧАСТОК"
ПРИБРЕЖНАЯ ТЕРРИТОРИЯ,"ТЕРРИТОРИЯ, УЧАСТОК"
ЗЕМЕЛЬНЫЙ УЧАСТОК,"ТЕРРИТОРИЯ, УЧАСТОК"
СУША,"ТЕРРИТОРИЯ, УЧАСТОК"
ОСТРОВ,"ТЕРРИТОРИЯ, УЧАСТОК"
ИЗБИРАТЕЛЬНЫЙ УЧАСТОК,"ТЕРРИТОРИЯ, УЧАСТОК"
ГОРНАЯ ВЫРАБОТКА,"ТЕРРИТОРИЯ, УЧАСТОК"
КЛАДБИЩЕ,"ТЕРРИТОРИЯ, УЧАСТОК"
ПРИГРАНИЧНЫЙ РАЙОН,"ТЕРРИТОРИЯ, УЧАСТОК"
ЖИЛОЙ МАССИВ,"ТЕРРИТОРИЯ, УЧАСТОК"
ЗАКРЫТАЯ ТЕРРИТОРИЯ,"ТЕРРИТОРИЯ, УЧАСТОК"
ЛЕСНИЧЕСТВО,"ТЕРРИТОРИЯ, УЧАСТОК"
ЧАСТИ ТЕРРИТОРИИ ПО СТОРОНАМ СВЕТА,"ТЕРРИТОРИЯ, УЧАСТОК"
СПОРНАЯ ТЕРРИТОРИЯ,"ТЕРРИТОРИЯ, УЧАСТОК"
АНКЛАВ,"ТЕРРИТОРИЯ, УЧАСТОК"
"МЕСТО, МЕСТНОСТЬ","ТЕРРИТОРИЯ, УЧАСТОК"
"МАССИВ (ПРОСТРАНСТВО, ОДНОРОДНОЕ ПО К-Л ПРИЗНАК)","ТЕРРИТОРИЯ, УЧАСТОК"
ЗОНА,"ТЕРРИТОРИЯ, УЧАСТОК"
ПОЛОСА (УЧАСТОК),"ТЕРРИТОРИЯ, УЧАСТОК"
ВОЗВЫШЕННОСТЬ,"ТЕРРИТОРИЯ, УЧАСТОК"
"ОКРАИНА, ОКРАИННАЯ ЧАСТЬ","ТЕРРИТОРИЯ, УЧАСТОК"
ЦЕРКОВНО-АДМИНИСТРАТИВНАЯ ЕДИНИЦА,"ТЕРРИТОРИЯ, УЧАСТОК"
ОКРУГ (ПОДРАЗДЕЛЕНИЕ ГОСУДАРСТВЕННОЙ ТЕРРИТОРИИ),"ТЕРРИТОРИЯ, УЧАСТОК"
ТЕРРИТОРИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ,"ТЕРРИТОРИЯ, УЧАСТОК"
ТЫЛ ВОЙСК,"ТЕРРИТОРИЯ, УЧАСТОК"
МИННОЕ ПОЛЕ,"ТЕРРИТОРИЯ, УЧАСТОК"
РЕГИОН,"ТЕРРИТОРИЯ, УЧАСТОК"
ИСТОРИКО-КУЛЬТУРНАЯ ТЕРРИТОРИЯ,"ТЕРРИТОРИЯ, УЧАСТОК"
"УРОЧИЩЕ (УЧАСТОК, ОТЛИЧН. ОТ ОКР. МЕСТНОСТИ)","ТЕРРИТОРИЯ, УЧАСТОК"
АКВАТОРИЯ (ВОДНАЯ ПОВЕРХНОСТЬ),"ТЕРРИТОРИЯ, УЧАСТОК"
СЕКТОР (УЧАСТОК),"ТЕРРИТОРИЯ, УЧАСТОК"
ЗАВОЕВАННАЯ ТЕРРИТОРИЯ,"ТЕРРИТОРИЯ, УЧАСТОК"
"ТОПЬ, ТРЯСИНА","ТЕРРИТОРИЯ, УЧАСТОК"
УЧАСТОК НЕДР,"ТЕРРИТОРИЯ, УЧАСТОК"
ЧУЖАЯ СТРАНА,"ТЕРРИТОРИЯ, УЧАСТОК"
АРЕАЛ РАСПРОСТРАНЕНИЯ,"ТЕРРИТОРИЯ, УЧАСТОК"
УЧАСТОК (ТЕРРИТОРИАЛЬНОЕ ПОДРАЗДЕЛЕНИЕ),"ТЕРРИТОРИЯ, УЧАСТОК"
САДОВЫЙ ПАРТЕР,"ТЕРРИТОРИЯ, УЧАСТОК"
ВАЛЮТНЫЙ ДОЛГ,ВАЛЮТНЫЕ ОТНОШЕНИЯ
КИТОБОЙНЫЙ ПРОМЫСЕЛ,МОРСКОЙ ПРОМЫСЕЛ
МОРСКОЕ РЫБОЛОВСТВО,МОРСКОЙ ПРОМЫСЕЛ
РАЗРЯДКА МЕЖДУНАРОДНОЙ НАПРЯЖЕННОСТИ,"РАЗРЯДИТЬСЯ, СТАТЬ МЕНЕЕ НАПРЯЖЕННЫМ"
СОЛОВАЯ МАСТЬ,РЫЖИЙ ЦВЕТ
МЕДНЫЙ ЦВЕТ,РЫЖИЙ ЦВЕТ
ДОЗИМЕТР,РАДИОМЕТРИЧЕСКИЙ ПРИБОР
"ПРЕДПОСЫЛКА ДЛЯ РЕАЛИЗАЦИИ, РАЗВИТИЯ","УСЛОВИЕ ОСУЩЕСТВЛЕНИЯ, РЕАЛИЗАЦИИ"
"СКЛОННОСТЬ, ПРЕДРАСПОЛОЖЕННОСТЬ","УСЛОВИЕ ОСУЩЕСТВЛЕНИЯ, РЕАЛИЗАЦИИ"
НЕОБХОДИМОЕ УСЛОВИЕ,"УСЛОВИЕ ОСУЩЕСТВЛЕНИЯ, РЕАЛИЗАЦИИ"
ГАРАНТИЯ ОСУЩЕСТВЛЕНИЯ,"УСЛОВИЕ ОСУЩЕСТВЛЕНИЯ, РЕАЛИЗАЦИИ"
МЯСОКОМБИНАТ,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
ХЛЕБОПЕКАРНОЕ ПРЕДПРИЯТИЕ,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
МОЛОКОПЕРЕРАБАТЫВАЮЩИЙ ЗАВОД,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
ХЛАДОКОМБИНАТ,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
СКОТОБОЙНЯ,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
МУКОМОЛЬНОЕ ПРЕДПРИЯТИЕ,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
РЫБОПЕРЕРАБАТЫВАЮЩЕЕ ПРЕДПРИЯТИЕ,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
ПРЕДПРИЯТИЕ АЛКОГОЛЬНОЙ ПРОМЫШЛЕННОСТИ,ПРЕДПРИЯТИЕ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ
НАСИЛИЕ НАД ЛИЧНОСТЬЮ,НАСИЛИЕ (ПРИНУДИТЕЛЬНОЕ ВОЗДЕЙСТВИЕ)
ПОДАВИТЬ (СИЛОЙ УНИЧТОЖИТЬ),НАСИЛИЕ (ПРИНУДИТЕЛЬНОЕ ВОЗДЕЙСТВИЕ)
ПОЛИТИКА ТЕРРОРА,НАСИЛИЕ (ПРИНУДИТЕЛЬНОЕ ВОЗДЕЙСТВИЕ)
ОВЕН ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
ТЕЛЕЦ ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
БЛИЗНЕЦЫ ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
СТРЕЛЕЦ ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
РАК ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
ВОДОЛЕЙ ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
СКОРПИОН ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
ДЕВА ПО ЗНАКУ ЗОДИАКА,ЧЕЛОВЕК ПО ЗНАКУ ЗОДИАКА
БАНКОВСКИЙ ВКЛАД,ФИНАНСОВЫЕ ВЛОЖЕНИЯ
"ВКЛАД, ВЛОЖЕННЫЕ СРЕДСТВА",ФИНАНСОВЫЕ ВЛОЖЕНИЯ
КРАТКОСРОЧНЫЕ ФИНАНСОВЫЕ ВЛОЖЕНИЯ,ФИНАНСОВЫЕ ВЛОЖЕНИЯ
ОДИНОКИЕ ЛЮДИ,ОДИНОЧКА (ЧЕЛОВЕК)
ВОДЯНОЙ ПАР,ПАР (ГАЗООБРАЗНОЕ ВЕЩЕСТВО)
ПЕРЕЛЕТНАЯ ПТИЦА,ДИКАЯ ПТИЦА
ХИЩНАЯ ПТИЦА,ДИКАЯ ПТИЦА
СИНИЦА,ДИКАЯ ПТИЦА
СНЕГИРЬ,ДИКАЯ ПТИЦА
КОЛИБРИ,ДИКАЯ ПТИЦА
ЩУР,ДИКАЯ ПТИЦА
ДЯТЕЛ,ДИКАЯ ПТИЦА
РЕМЕЗ,ДИКАЯ ПТИЦА
ГОРЛИЦА,ДИКАЯ ПТИЦА
ПЕРНАТАЯ ДИЧЬ,ДИКАЯ ПТИЦА
ДИПЛОМАТИЧЕСКИЙ РАБОТНИК,РАБОТНИК ЗАГРАНУЧРЕЖДЕНИЯ
ПОСВЯТИТЬ В ТАЙНУ,РАСКРЫТИЕ ТАЙНЫ
ОПЕРАЦИОННАЯ СИСТЕМА,СИСТЕМНЫЕ ПРОГРАММНЫЕ СРЕДСТВА
ДРАЙВЕР,СИСТЕМНЫЕ ПРОГРАММНЫЕ СРЕДСТВА
НАДВОДНОЕ ПОЛОЖЕНИЕ,ПОЛОЖЕНИЕ ОТНОСИТЕЛЬНО УРОВНЯ ВОДЫ
ПОДВОДНОЕ ПОЛОЖЕНИЕ,ПОЛОЖЕНИЕ ОТНОСИТЕЛЬНО УРОВНЯ ВОДЫ
КРОВАТЬ,МЕБЕЛЬ
МЯГКАЯ МЕБЕЛЬ,МЕБЕЛЬ
СУНДУК,МЕБЕЛЬ
ШКАФ (ПРЕДМЕТ МЕБЕЛИ),МЕБЕЛЬ
СТОЛ,МЕБЕЛЬ
ПИАНИНО,МЕБЕЛЬ
КОМОД,МЕБЕЛЬ
"ПОЛКА В ШКАФУ, НА СТЕНЕ",МЕБЕЛЬ
СТЕЛЛАЖ (РЯД ПОЛОК),МЕБЕЛЬ
ГАМАК,МЕБЕЛЬ
МЕБЕЛЬНЫЙ ГАРНИТУР,МЕБЕЛЬ
ВЕШАЛКА ДЛЯ ОДЕЖДЫ,МЕБЕЛЬ
МЕБЕЛЬ ДЛЯ СИДЕНИЯ,МЕБЕЛЬ
ХОХЛОМСКАЯ РОСПИСЬ,НАРОДНЫЙ ПРОМЫСЕЛ
"РАЗЪЯСНЕТЬСЯ, ПРОЯСНЕТЬСЯ","СВЕТЛЕТЬ, СТАНОВИТЬСЯ СВЕТЛЕЕ"
ПАРОВОЙ КОТЕЛ,ПАРОГЕНЕРАТОР
МУЗЫКАЛЬНЫЙ ФОЛЬКЛОР,МУЗЫКАЛЬНЫЙ СТИЛЬ
ДЖАЗОВАЯ МУЗЫКА,МУЗЫКАЛЬНЫЙ СТИЛЬ
РОК-МУЗЫКА,МУЗЫКАЛЬНЫЙ СТИЛЬ
ПОП-МУЗЫКА,МУЗЫКАЛЬНЫЙ СТИЛЬ
МУЗЫКА КАНТРИ,МУЗЫКАЛЬНЫЙ СТИЛЬ
МУЗЫКА РЭП,МУЗЫКАЛЬНЫЙ СТИЛЬ
ХИП-ХОП,МУЗЫКАЛЬНЫЙ СТИЛЬ
ПОП-РОК,МУЗЫКАЛЬНЫЙ СТИЛЬ
РИТМ-ЭНД-БЛЮЗ,МУЗЫКАЛЬНЫЙ СТИЛЬ
СТИЛЬ ФАНК,МУЗЫКАЛЬНЫЙ СТИЛЬ
ДИСКО (МУЗЫКАЛЬНЫЙ СТИЛЬ),МУЗЫКАЛЬНЫЙ СТИЛЬ
АНТИКРЫЛО,АЭРОДИНАМИЧЕСКИЙ ОБВЕС
"ИДОЛ, ИСТУКАН",СТАТУЯ
ВАТЕРЛИНИЯ,ЛИНИЯ РАЗМЕТКИ
МЕЖДУНАРОДНЫЕ (ЗОЛОТОВАЛЮТНЫЕ) РЕЗЕРВЫ,ВАЛЮТНЫЕ ЦЕННОСТИ
ПРИМЕРКА ОДЕЖДЫ,"ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
"ОБУТЬ, НАДЕТЬ ОБУВЬ","ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
ОПОЯСАТЬ (НАДЕТЬ ПОЯС),"ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
ПЕРЕОДЕТЬ,"ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
ЩЕГОЛЯТЬ (НАРЯДНО ОДЕВАТЬСЯ),"ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
ОДЕТЬСЯ,"ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
КОСТЮМИРОВАТЬ,"ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
ОБЛАЧИТЬ (ПЕРЕД БОГОСЛУЖЕНИЕМ НАДЕТЬ ОБЛАЧЕНИЕ НА СВЯЩЕННОСЛ,"ОДЕТЬ, ПОКРЫТЬ ОДЕЖДОЙ, ПОКРЫВАЛОМ"
ВЯЗАНИЕ (РУКОДЕЛИЕ),РУКОДЕЛИЕ
ВЫШИВАНИЕ (РУКОДЕЛИЕ),РУКОДЕЛИЕ
БИСЕРОПЛЕТЕНИЕ,РУКОДЕЛИЕ
ХИППИ,МОЛОДЕЖЬ
ЗОЛОТАЯ МОЛОДЕЖЬ,МОЛОДЕЖЬ
СТУДЕНЧЕСТВО (МОЛОДЕЖЬ),МОЛОДЕЖЬ
